Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;geo_shape;geo_point_2d
COLLEGES (année scolaire 2020/2021);GUILLAUME APOLLINAIRE;39 AVENUE EMILE ZOLA;15ème Ardt;75115;2020-2021;Collège;"{""coordinates"": [2.282679643541085, 48.8465711128111], ""type"": ""Point""}";48.8465711128111, 2.282679643541085
COLLEGES (année scolaire 2020/2021);JEAN-BAPTISTE POQUELIN;6 RUE MOLIERE;1er Ardt;75101;2020-2021;Collège;"{""coordinates"": [2.335488361254741, 48.86465286301919], ""type"": ""Point""}";48.86465286301919, 2.335488361254741
COLLEGES (année scolaire 2020/2021);FRANCOISE DOLTO;354 RUE DES PYRENEES;20ème Ardt;75120;2020-2021;Collège;"{""coordinates"": [2.386914603390663, 48.87395669100666], ""type"": ""Point""}";48.87395669100666, 2.386914603390663
COLLEGES (année scolaire 2021/2022);CAMILLE SEE;11 RUE LEON LHERMITTE;15ème Ardt;75115;2021-2022;Collège;"{""coordinates"": [2.2969840321284276, 48.84299079681964], ""type"": ""Point""}";48.84299079681964, 2.2969840321284276
COLLEGES (année scolaire 2021/2022);HONORE DE BALZAC;118 BOULEVARD BESSIERES;17ème Ardt;75117;2021-2022;Collège;"{""coordinates"": [2.3154768243409674, 48.89553072920293], ""type"": ""Point""}";48.89553072920293, 2.3154768243409674
COLLEGES (année scolaire 2021/2022);YVONNE LE TAC;7 RUE YVONNE LE TAC;18ème Ardt;75118;2021-2022;Collège;"{""coordinates"": [2.3406539688870316, 48.88402411921948], ""type"": ""Point""}";48.88402411921948, 2.3406539688870316
COLLEGES (année scolaire 2022/2023);PAUL GAUGUIN;35 RUE MILTON;9ème Ardt;75109;2022-2023;Collège;"{""coordinates"": [2.3423452396970905, 48.8792307451151], ""type"": ""Point""}";48.8792307451151, 2.3423452396970905
COLLEGES (année scolaire 2022/2023);SONIA DELAUNAY;14 RUE EURYALE DEHAYNIN;19ème Ardt;75119;2022-2023;Collège;"{""coordinates"": [2.3781287412764107, 48.88593429740651], ""type"": ""Point""}";48.88593429740651, 2.3781287412764107
COLLEGES (année scolaire 2022/2023);JEAN MOULIN;75 RUE D' ALESIA;14ème Ardt;75114;2022-2023;Collège;"{""coordinates"": [2.3283199536449017, 48.827730325591624], ""type"": ""Point""}";48.827730325591624, 2.3283199536449017
COLLEGES (année scolaire 2022/2023);ALPHONSE DAUDET;93 RUE D' ALESIA;14ème Ardt;75114;2022-2023;Collège;"{""coordinates"": [2.3259094075851534, 48.82801240851196], ""type"": ""Point""}";48.82801240851196, 2.3259094075851534
COLLEGES (année scolaire 2022/2023);ALAIN FOURNIER;87 RUE LEON FROT;11ème Ardt;75111;2022-2023;Collège;"{""coordinates"": [2.3838537411265492, 48.85822327881152], ""type"": ""Point""}";48.85822327881152, 2.3838537411265492
COLLEGES (année scolaire 2022/2023);JULES ROMAINS;6 RUE CLER;7ème Ardt;75107;2022-2023;Collège;"{""coordinates"": [2.3054337931400832, 48.85846458255922], ""type"": ""Point""}";48.85846458255922, 2.3054337931400832
COLLEGES (année scolaire 2022/2023);LEON GAMBETTA;149 AVENUE GAMBETTA;20ème Ardt;75120;2022-2023;Collège;"{""coordinates"": [2.402724143981059, 48.869999093875464], ""type"": ""Point""}";48.869999093875464, 2.402724143981059
COLLEGES (année scolaire 2022/2023);ELSA TRIOLET;9 RUE YEO THOMAS;13ème Ardt;75113;2022-2023;Collège;"{""coordinates"": [2.3625004439080515, 48.83141317840951], ""type"": ""Point""}";48.83141317840951, 2.3625004439080515
COLLEGES (année scolaire 2022/2023);EDMOND MICHELET;70 RUE DE L' OURCQ;19ème Ardt;75119;2022-2023;Collège;"{""coordinates"": [2.376485834379865, 48.89366655755415], ""type"": ""Point""}";48.89366655755415, 2.376485834379865
COLLEGES (année scolaire 2022/2023);GEORGES COURTELINE;48 bis AVENUE DU DOCTEUR ARNOLD NETTER;12ème Ardt;75112;2022-2023;Collège;"{""coordinates"": [2.4057395667212846, 48.8441317781261], ""type"": ""Point""}";48.8441317781261, 2.4057395667212846
COLLEGES (année scolaire 2022/2023);HECTOR BERLIOZ;17 RUE GEORGETTE AGUTTE;18ème Ardt;75118;2022-2023;Collège;"{""coordinates"": [2.332815674978112, 48.89581466967536], ""type"": ""Point""}";48.89581466967536, 2.332815674978112
COLLEGES (année scolaire 2023/2024);MONTAIGNE;17 RUE AUGUSTE COMTE;6ème Ardt;75106;2023-2024;Collège;"{""coordinates"": [2.3348321149353644, 48.844237396416126], ""type"": ""Point""}";48.844237396416126, 2.3348321149353644
COLLEGES (année scolaire 2023/2024);BUFFON;16 BOULEVARD PASTEUR;15ème Ardt;75115;2023-2024;Collège;"{""coordinates"": [2.3117175756846695, 48.84345072823188], ""type"": ""Point""}";48.84345072823188, 2.3117175756846695
COLLEGES (année scolaire 2024/2025);LOUISE MICHEL;11 RUE JEAN POULMARCH;10ème Ardt;75110;2024-2025;Collège;"{""coordinates"": [2.3636082456277463, 48.872309051411165], ""type"": ""Point""}";48.872309051411165, 2.3636082456277463
COLLEGES (année scolaire 2024/2025);PAUL VALERY;38 BOULEVARD SOULT;12ème Ardt;75112;2024-2025;Collège;"{""coordinates"": [2.4091790646003752, 48.83984209312885], ""type"": ""Point""}";48.83984209312885, 2.4091790646003752
COLLEGES (année scolaire 2024/2025);GUY FLAVIEN;6 RUE D' ARTAGNAN;12ème Ardt;75112;2024-2025;Collège;"{""coordinates"": [2.386137299021649, 48.845408021178045], ""type"": ""Point""}";48.845408021178045, 2.386137299021649
COLLEGES (année scolaire 2024/2025);CLAUDE CHAPPE;9 RUE DES ALOUETTES;19ème Ardt;75119;2024-2025;Collège;"{""coordinates"": [2.385349731136482, 48.877493391773086], ""type"": ""Point""}";48.877493391773086, 2.385349731136482
COLLEGES (année scolaire 2024/2025);GEORGES COURTELINE;48 bis AVENUE DU DOCTEUR ARNOLD NETTER;12ème Ardt;75112;2024-2025;Collège;"{""coordinates"": [2.4057395667212846, 48.8441317781261], ""type"": ""Point""}";48.8441317781261, 2.4057395667212846
COLLEGES (année scolaire 2024/2025);PILATRE DE ROZIER;11 RUE BOUVIER;11ème Ardt;75111;2024-2025;Collège;"{""coordinates"": [2.387212273993633, 48.851962677558625], ""type"": ""Point""}";48.851962677558625, 2.387212273993633
COLLEGES (année scolaire 2024/2025);GUILLAUME BUDE;7 RUE JEAN QUARRE;19ème Ardt;75119;2024-2025;Collège;"{""coordinates"": [2.3962860153598617, 48.87683379506429], ""type"": ""Point""}";48.87683379506429, 2.3962860153598617
COLLEGES (année scolaire 2024/2025);PAUL BERT;8 RUE HUYGHENS;14ème Ardt;75114;2024-2025;Collège;"{""coordinates"": [2.328851213098646, 48.84104135758076], ""type"": ""Point""}";48.84104135758076, 2.328851213098646
COLLEGES (année scolaire 2025/2026);MADAME DE STAEL;14 RUE DE STAEL;15ème Ardt;75115;2025-2026;Collège;"{""coordinates"": [2.3101706958480466, 48.843618305404966], ""type"": ""Point""}";48.843618305404966, 2.3101706958480466
COLLEGES (année scolaire 2025/2026);MOLIERE;71 RUE DU RANELAGH;16ème Ardt;75116;2025-2026;Collège;"{""coordinates"": [2.272125246761933, 48.85500051295463], ""type"": ""Point""}";48.85500051295463, 2.272125246761933
COLLEGES (année scolaire 2025/2026);JACQUES DECOUR;12 AVENUE TRUDAINE;9ème Ardt;75109;2025-2026;Collège;"{""coordinates"": [2.3434236996737567, 48.8814862743419], ""type"": ""Point""}";48.8814862743419, 2.3434236996737567
COLLEGES (année scolaire 2025/2026);LA GRANGE AUX BELLES;158 QUAI DE JEMMAPES;10ème Ardt;75110;2025-2026;Collège;"{""coordinates"": [2.366634856571281, 48.87798501995133], ""type"": ""Point""}";48.87798501995133, 2.366634856571281
COLLEGES (année scolaire 2025/2026);GEORGE SAND;159 RUE DE TOLBIAC;13ème Ardt;75113;2025-2026;Collège;"{""coordinates"": [2.3558852290755237, 48.82601379702334], ""type"": ""Point""}";48.82601379702334, 2.3558852290755237
COLLEGES (année scolaire 2020/2021);MONTGOLFIER;15 RUE MONTGOLFIER;3ème Ardt;75103;2020-2021;Collège;"{""coordinates"": [2.3573979777840735, 48.86669135689307], ""type"": ""Point""}";48.86669135689307, 2.3573979777840735
COLLEGES (année scolaire 2020/2021);MOZART;7 RUE JOMARD;19ème Ardt;75119;2020-2021;Collège;"{""coordinates"": [2.379308212552385, 48.88957595365006], ""type"": ""Point""}";48.88957595365006, 2.379308212552385
COLLEGES (année scolaire 2020/2021);MADAME DE STAEL;14 RUE DE STAEL;15ème Ardt;75115;2020-2021;Collège;"{""coordinates"": [2.3101706958480466, 48.843618305404966], ""type"": ""Point""}";48.843618305404966, 2.3101706958480466
COLLEGES (année scolaire 2020/2021);ROBERT DOISNEAU;51 RUE DES PANOYAUX;20ème Ardt;75120;2020-2021;Collège;"{""coordinates"": [2.387974290425766, 48.86707415481146], ""type"": ""Point""}";48.86707415481146, 2.387974290425766
COLLEGES (année scolaire 2020/2021);MARX DORMOY;55 RUE MARX DORMOY;18ème Ardt;75118;2020-2021;Collège;"{""coordinates"": [2.359697412102091, 48.888496875091114], ""type"": ""Point""}";48.888496875091114, 2.359697412102091
COLLEGES (année scolaire 2020/2021);YVONNE LE TAC;7 RUE YVONNE LE TAC;18ème Ardt;75118;2020-2021;Collège;"{""coordinates"": [2.3406539688870316, 48.88402411921948], ""type"": ""Point""}";48.88402411921948, 2.3406539688870316
COLLEGES (année scolaire 2020/2021);MONTAIGNE;17 RUE AUGUSTE COMTE;6ème Ardt;75106;2020-2021;Collège;"{""coordinates"": [2.3348321149353644, 48.844237396416126], ""type"": ""Point""}";48.844237396416126, 2.3348321149353644
COLLEGES (année scolaire 2021/2022);GUILLAUME BUDE;7 RUE JEAN QUARRE;19ème Ardt;75119;2021-2022;Collège;"{""coordinates"": [2.3962860153598617, 48.87683379506429], ""type"": ""Point""}";48.87683379506429, 2.3962860153598617
COLLEGES (année scolaire 2021/2022);MONTAIGNE;17 RUE AUGUSTE COMTE;6ème Ardt;75106;2021-2022;Collège;"{""coordinates"": [2.3348321149353644, 48.844237396416126], ""type"": ""Point""}";48.844237396416126, 2.3348321149353644
COLLEGES (année scolaire 2021/2022);THOMAS MANN;91 AVENUE DE FRANCE;13ème Ardt;75113;2021-2022;Collège;"{""coordinates"": [2.377938859129365, 48.82891771170081], ""type"": ""Point""}";48.82891771170081, 2.377938859129365
COLLEGES (année scolaire 2021/2022);AMEDEO MODIGLIANI;1 RUE DE CHERBOURG;15ème Ardt;75115;2021-2022;Collège;"{""coordinates"": [2.3047394660611222, 48.83170273369949], ""type"": ""Point""}";48.83170273369949, 2.3047394660611222
COLLEGES (année scolaire 2021/2022);GEORGES CLEMENCEAU;43 RUE DES POISSONNIERS;18ème Ardt;75118;2021-2022;Collège;"{""coordinates"": [2.3515397719869475, 48.88906745779489], ""type"": ""Point""}";48.88906745779489, 2.3515397719869475
COLLEGES (année scolaire 2022/2023);CESAR FRANCK;5 RUE DE LA JUSSIENNE;2ème Ardt;75102;2022-2023;Collège;"{""coordinates"": [2.3442026798992033, 48.86535583739994], ""type"": ""Point""}";48.86535583739994, 2.3442026798992033
COLLEGES (année scolaire 2022/2023);LOUISE MICHEL;11 RUE JEAN POULMARCH;10ème Ardt;75110;2022-2023;Collège;"{""coordinates"": [2.3636082456277463, 48.872309051411165], ""type"": ""Point""}";48.872309051411165, 2.3636082456277463
COLLEGES (année scolaire 2023/2024);VOLTAIRE;101 AVENUE DE LA REPUBLIQUE;11ème Ardt;75111;2023-2024;Collège;"{""coordinates"": [2.3845254514835212, 48.86352557226195], ""type"": ""Point""}";48.86352557226195, 2.3845254514835212
COLLEGES (année scolaire 2023/2024);GUILLAUME BUDE;7 RUE JEAN QUARRE;19ème Ardt;75119;2023-2024;Collège;"{""coordinates"": [2.3962860153598617, 48.87683379506429], ""type"": ""Point""}";48.87683379506429, 2.3962860153598617
COLLEGES (année scolaire 2023/2024);SUZANNE LACORE;149 BOULEVARD MACDONALD;19ème Ardt;75119;2023-2024;Collège;"{""coordinates"": [2.3788765489694663, 48.898608723283154], ""type"": ""Point""}";48.898608723283154, 2.3788765489694663
COLLEGES (année scolaire 2023/2024);JULES VERNE;20 RUE DE LA BRECHE AUX LOUPS;12ème Ardt;75112;2023-2024;Collège;"{""coordinates"": [2.3941783022137617, 48.8375505143775], ""type"": ""Point""}";48.8375505143775, 2.3941783022137617
COLLEGES (année scolaire 2023/2024);GUSTAVE FLAUBERT;82 AVENUE D' IVRY;13ème Ardt;75113;2023-2024;Collège;"{""coordinates"": [2.3626597620602254, 48.82496991497496], ""type"": ""Point""}";48.82496991497496, 2.3626597620602254
COLLEGES (année scolaire 2023/2024);MADAME DE STAEL;14 RUE DE STAEL;15ème Ardt;75115;2023-2024;Collège;"{""coordinates"": [2.3101706958480466, 48.843618305404966], ""type"": ""Point""}";48.843618305404966, 2.3101706958480466
COLLEGES (année scolaire 2023/2024);ROSE BLANCHE;101 RUE DE SAUSSURE;17ème Ardt;75117;2023-2024;Collège;"{""coordinates"": [2.310037489456155, 48.88933528450427], ""type"": ""Point""}";48.88933528450427, 2.310037489456155
COLLEGES (année scolaire 2023/2024);PIERRE DE RONSARD;140 AVENUE DE WAGRAM;17ème Ardt;75117;2023-2024;Collège;"{""coordinates"": [2.3040936300187407, 48.88588609596083], ""type"": ""Point""}";48.88588609596083, 2.3040936300187407
COLLEGES (année scolaire 2023/2024);JACQUES DECOUR;12 AVENUE TRUDAINE;9ème Ardt;75109;2023-2024;Collège;"{""coordinates"": [2.3434236996737567, 48.8814862743419], ""type"": ""Point""}";48.8814862743419, 2.3434236996737567
COLLEGES (année scolaire 2023/2024);JEAN-BAPTISTE POQUELIN;6 RUE MOLIERE;1er Ardt;75101;2023-2024;Collège;"{""coordinates"": [2.335488361254741, 48.86465286301919], ""type"": ""Point""}";48.86465286301919, 2.335488361254741
COLLEGES (année scolaire 2024/2025);MADAME DE STAEL;14 RUE DE STAEL;15ème Ardt;75115;2024-2025;Collège;"{""coordinates"": [2.3101706958480466, 48.843618305404966], ""type"": ""Point""}";48.843618305404966, 2.3101706958480466
COLLEGES (année scolaire 2024/2025);GERARD PHILIPE;8 RUE DES AMIRAUX;18ème Ardt;75118;2024-2025;Collège;"{""coordinates"": [2.351945405253571, 48.89445882794094], ""type"": ""Point""}";48.89445882794094, 2.351945405253571
COLLEGES (année scolaire 2024/2025);JACQUES PREVERT;18 RUE SAINT-BENOIT;6ème Ardt;75106;2024-2025;Collège;"{""coordinates"": [2.3328455414566878, 48.85473387190791], ""type"": ""Point""}";48.85473387190791, 2.3328455414566878
COLLEGES (année scolaire 2024/2025);VICTOR DURUY;33 BOULEVARD DES INVALIDES;7ème Ardt;75107;2024-2025;Collège;"{""coordinates"": [2.3148479397647423, 48.85230001233898], ""type"": ""Point""}";48.85230001233898, 2.3148479397647423
COLLEGES (année scolaire 2025/2026);FRANCOISE DOLTO;354 RUE DES PYRENEES;20ème Ardt;75120;2025-2026;Collège;"{""coordinates"": [2.386914603390663, 48.87395669100666], ""type"": ""Point""}";48.87395669100666, 2.386914603390663
COLLEGES (année scolaire 2025/2026);EVARISTE GALOIS;11 RUE DU DOCTEUR BOURNEVILLE;13ème Ardt;75113;2025-2026;Collège;"{""coordinates"": [2.358378714817569, 48.81844173613279], ""type"": ""Point""}";48.81844173613279, 2.358378714817569
COLLEGES (année scolaire 2025/2026);GEORGES DUHAMEL;13 RUE DES VOLONTAIRES;15ème Ardt;75115;2025-2026;Collège;"{""coordinates"": [2.30723382524095, 48.84264715695299], ""type"": ""Point""}";48.84264715695299, 2.30723382524095
COLLEGES (année scolaire 2025/2026);PAUL BERT;8 RUE HUYGHENS;14ème Ardt;75114;2025-2026;Collège;"{""coordinates"": [2.328851213098646, 48.84104135758076], ""type"": ""Point""}";48.84104135758076, 2.328851213098646
COLLEGES (année scolaire 2025/2026);HENRI BERGSON;27 bis RUE EDOUARD PAILLERON;19ème Ardt;75119;2025-2026;Collège;"{""coordinates"": [2.378040375653599, 48.881137694884536], ""type"": ""Point""}";48.881137694884536, 2.378040375653599
COLLEGES (année scolaire 2025/2026);JEAN FRANCOIS OEBEN;23 RUE DE REUILLY;12ème Ardt;75112;2025-2026;Collège;"{""coordinates"": [2.386162996918993, 48.84830590580039], ""type"": ""Point""}";48.84830590580039, 2.386162996918993
COLLEGES (année scolaire 2025/2026);ROGNONI;24 RUE DU CARDINAL LEMOINE;5ème Ardt;75105;2025-2026;Collège;"{""coordinates"": [2.3532818415788683, 48.84827305751572], ""type"": ""Point""}";48.84827305751572, 2.3532818415788683
COLLEGES (année scolaire 2020/2021);JACQUES PREVERT;18 RUE SAINT-BENOIT;6ème Ardt;75106;2020-2021;Collège;"{""coordinates"": [2.3328455414566878, 48.85473387190791], ""type"": ""Point""}";48.85473387190791, 2.3328455414566878
COLLEGES (année scolaire 2020/2021);LAMARTINE;121 RUE DU FAUBOURG POISSONNIERE;9ème Ardt;75109;2020-2021;Collège;"{""coordinates"": [2.349089434845314, 48.87838139909923], ""type"": ""Point""}";48.87838139909923, 2.349089434845314
COLLEGES (année scolaire 2020/2021);FRANCOISE SELIGMAN;;10ème Ardt;75110;2020-2021;Collège;"{""coordinates"": [2.371691242263032, 48.87485079446566], ""type"": ""Point""}";48.87485079446566, 2.371691242263032
COLLEGES (année scolaire 2020/2021);PIERRE DE RONSARD;140 AVENUE DE WAGRAM;17ème Ardt;75117;2020-2021;Collège;"{""coordinates"": [2.3040936300187407, 48.88588609596083], ""type"": ""Point""}";48.88588609596083, 2.3040936300187407
COLLEGES (année scolaire 2020/2021);BUFFON;16 BOULEVARD PASTEUR;15ème Ardt;75115;2020-2021;Collège;"{""coordinates"": [2.3117175756846695, 48.84345072823188], ""type"": ""Point""}";48.84345072823188, 2.3117175756846695
COLLEGES (année scolaire 2020/2021);MARIE CURIE;23 RUE BOINOD;18ème Ardt;75118;2020-2021;Collège;"{""coordinates"": [2.3507358446303632, 48.89334018854464], ""type"": ""Point""}";48.89334018854464, 2.3507358446303632
COLLEGES (année scolaire 2020/2021);HENRI IV;23 RUE CLOVIS;5ème Ardt;75105;2020-2021;Collège;"{""coordinates"": [2.347383672470346, 48.846358092872286], ""type"": ""Point""}";48.846358092872286, 2.347383672470346
COLLEGES (année scolaire 2021/2022);ELSA TRIOLET;9 RUE YEO THOMAS;13ème Ardt;75113;2021-2022;Collège;"{""coordinates"": [2.3625004439080515, 48.83141317840951], ""type"": ""Point""}";48.83141317840951, 2.3625004439080515
COLLEGES (année scolaire 2021/2022);CAMILLE CLAUDEL;4 bis AVENUE DE CHOISY;13ème Ardt;75113;2021-2022;Collège;"{""coordinates"": [2.3648627277329224, 48.82064046139026], ""type"": ""Point""}";48.82064046139026, 2.3648627277329224
COLLEGES (année scolaire 2021/2022);VICTOR HUGO;11 RUE BARBETTE;3ème Ardt;75103;2021-2022;Collège;"{""coordinates"": [2.360617651550141, 48.858841087259535], ""type"": ""Point""}";48.858841087259535, 2.360617651550141
COLLEGES (année scolaire 2021/2022);LAVOISIER;17 RUE HENRI BARBUSSE;5ème Ardt;75105;2021-2022;Collège;"{""coordinates"": [2.3392948014490216, 48.842354560857245], ""type"": ""Point""}";48.842354560857245, 2.3392948014490216
COLLEGES (année scolaire 2021/2022);STEPHANE MALLARME;29 RUE DE LA JONQUIERE;17ème Ardt;75117;2021-2022;Collège;"{""coordinates"": [2.32448159826506, 48.8934820195837], ""type"": ""Point""}";48.8934820195837, 2.32448159826506
COLLEGES (année scolaire 2022/2023);PAUL VERLAINE;167 RUE DE BERCY;12ème Ardt;75112;2022-2023;Collège;"{""coordinates"": [2.375238551801449, 48.84260745086261], ""type"": ""Point""}";48.84260745086261, 2.375238551801449
COLLEGES (année scolaire 2022/2023);CLAUDE DEBUSSY;4 PLACE DU COMMERCE;15ème Ardt;75115;2022-2023;Collège;"{""coordinates"": [2.2915976475106854, 48.84529147463902], ""type"": ""Point""}";48.84529147463902, 2.2915976475106854
COLLEGES (année scolaire 2022/2023);PAUL VALERY;38 BOULEVARD SOULT;12ème Ardt;75112;2022-2023;Collège;"{""coordinates"": [2.4091790646003752, 48.83984209312885], ""type"": ""Point""}";48.83984209312885, 2.4091790646003752
COLLEGES (année scolaire 2022/2023);AUGUSTE RODIN;19 RUE CORVISART;13ème Ardt;75113;2022-2023;Collège;"{""coordinates"": [2.347148574677879, 48.83256966693821], ""type"": ""Point""}";48.83256966693821, 2.347148574677879
COLLEGES (année scolaire 2023/2024);GERMAINE TILLION;8 AVENUE VINCENT D'INDY;12ème Ardt;75112;2023-2024;Collège;"{""coordinates"": [2.4117076060119294, 48.84313628382938], ""type"": ""Point""}";48.84313628382938, 2.4117076060119294
COLLEGES (année scolaire 2023/2024);PAUL VALERY;38 BOULEVARD SOULT;12ème Ardt;75112;2023-2024;Collège;"{""coordinates"": [2.4091790646003752, 48.83984209312885], ""type"": ""Point""}";48.83984209312885, 2.4091790646003752
COLLEGES (année scolaire 2023/2024);CAMILLE CLAUDEL;4 bis AVENUE DE CHOISY;13ème Ardt;75113;2023-2024;Collège;"{""coordinates"": [2.3648627277329224, 48.82064046139026], ""type"": ""Point""}";48.82064046139026, 2.3648627277329224
COLLEGES (année scolaire 2023/2024);GEORGE SAND;159 RUE DE TOLBIAC;13ème Ardt;75113;2023-2024;Collège;"{""coordinates"": [2.3558852290755237, 48.82601379702334], ""type"": ""Point""}";48.82601379702334, 2.3558852290755237
COLLEGES (année scolaire 2023/2024);ST EXUPERY;89 BOULEVARD ARAGO;14ème Ardt;75114;2023-2024;Collège;"{""coordinates"": [2.3354369048459884, 48.834349034877256], ""type"": ""Point""}";48.834349034877256, 2.3354369048459884
COLLEGES (année scolaire 2023/2024);JANSON DE SAILLY;106 RUE DE LA POMPE;16ème Ardt;75116;2023-2024;Collège;"{""coordinates"": [2.2794523152558988, 48.865560914141476], ""type"": ""Point""}";48.865560914141476, 2.2794523152558988
COLLEGES (année scolaire 2023/2024);PILATRE DE ROZIER;11 RUE BOUVIER;11ème Ardt;75111;2023-2024;Collège;"{""coordinates"": [2.387212273993633, 48.851962677558625], ""type"": ""Point""}";48.851962677558625, 2.387212273993633
COLLEGES (année scolaire 2023/2024);JEAN-BAPTISTE CLEMENT;26 RUE HENRI CHEVREAU;20ème Ardt;75120;2023-2024;Collège;"{""coordinates"": [2.3893779158619775, 48.86995320747503], ""type"": ""Point""}";48.86995320747503, 2.3893779158619775
COLLEGES (année scolaire 2023/2024);FRANCOISE DOLTO;354 RUE DES PYRENEES;20ème Ardt;75120;2023-2024;Collège;"{""coordinates"": [2.386914603390663, 48.87395669100666], ""type"": ""Point""}";48.87395669100666, 2.386914603390663
COLLEGES (année scolaire 2024/2025);CARNOT;145 BOULEVARD MALESHERBES;17ème Ardt;75117;2024-2025;Collège;"{""coordinates"": [2.3078439600154557, 48.88447741020547], ""type"": ""Point""}";48.88447741020547, 2.3078439600154557
COLLEGES (année scolaire 2024/2025);FRANCOIS VILLON;10 AVENUE MARC SANGNIER;14ème Ardt;75114;2024-2025;Collège;"{""coordinates"": [2.305819984025646, 48.82622241072023], ""type"": ""Point""}";48.82622241072023, 2.305819984025646
COLLEGES (année scolaire 2024/2025);YVONNE LE TAC;7 RUE YVONNE LE TAC;18ème Ardt;75118;2024-2025;Collège;"{""coordinates"": [2.3406539688870316, 48.88402411921948], ""type"": ""Point""}";48.88402411921948, 2.3406539688870316
COLLEGES (année scolaire 2024/2025);GABRIEL FAURE;81 AVENUE DE CHOISY;13ème Ardt;75113;2024-2025;Collège;"{""coordinates"": [2.3614072621205247, 48.82404489633227], ""type"": ""Point""}";48.82404489633227, 2.3614072621205247
COLLEGES (année scolaire 2024/2025);JANSON DE SAILLY;106 RUE DE LA POMPE;16ème Ardt;75116;2024-2025;Collège;"{""coordinates"": [2.2794523152558988, 48.865560914141476], ""type"": ""Point""}";48.865560914141476, 2.2794523152558988
COLLEGES (année scolaire 2025/2026);YVONNE LE TAC;7 RUE YVONNE LE TAC;18ème Ardt;75118;2025-2026;Collège;"{""coordinates"": [2.3406539688870316, 48.88402411921948], ""type"": ""Point""}";48.88402411921948, 2.3406539688870316
COLLEGES (année scolaire 2025/2026);BEAUMARCHAIS;124 RUE AMELOT;11ème Ardt;75111;2025-2026;Collège;"{""coordinates"": [2.3669059641720596, 48.864231545646064], ""type"": ""Point""}";48.864231545646064, 2.3669059641720596
COLLEGES (année scolaire 2025/2026);PIERRE DE RONSARD;140 AVENUE DE WAGRAM;17ème Ardt;75117;2025-2026;Collège;"{""coordinates"": [2.3040936300187407, 48.88588609596083], ""type"": ""Point""}";48.88588609596083, 2.3040936300187407
COLLEGES (année scolaire 2025/2026);EDGAR VARESE;16 RUE ADOLPHE MILLE;19ème Ardt;75119;2025-2026;Collège;"{""coordinates"": [2.388586748411057, 48.88915990325219], ""type"": ""Point""}";48.88915990325219, 2.388586748411057
COLLEGES (année scolaire 2020/2021);EDGAR VARESE;16 RUE ADOLPHE MILLE;19ème Ardt;75119;2020-2021;Collège;"{""coordinates"": [2.388586748411057, 48.88915990325219], ""type"": ""Point""}";48.88915990325219, 2.388586748411057
COLLEGES (année scolaire 2020/2021);EVARISTE GALOIS;11 RUE DU DOCTEUR BOURNEVILLE;13ème Ardt;75113;2020-2021;Collège;"{""coordinates"": [2.358378714817569, 48.81844173613279], ""type"": ""Point""}";48.81844173613279, 2.358378714817569
COLLEGES (année scolaire 2020/2021);CHARLEMAGNE;13 RUE CHARLEMAGNE;4ème Ardt;75104;2020-2021;Collège;"{""coordinates"": [2.3603556466085682, 48.85415628971142], ""type"": ""Point""}";48.85415628971142, 2.3603556466085682
COLLEGES (année scolaire 2020/2021);LUCIE FAURE;40 RUE DES PYRENEES;20ème Ardt;75120;2020-2021;Collège;"{""coordinates"": [2.406501323731271, 48.85090897148368], ""type"": ""Point""}";48.85090897148368, 2.406501323731271
COLLEGES (année scolaire 2020/2021);CAMILLE SEE;11 RUE LEON LHERMITTE;15ème Ardt;75115;2020-2021;Collège;"{""coordinates"": [2.2969840321284276, 48.84299079681964], ""type"": ""Point""}";48.84299079681964, 2.2969840321284276
COLLEGES (année scolaire 2020/2021);VICTOR DURUY;33 BOULEVARD DES INVALIDES;7ème Ardt;75107;2020-2021;Collège;"{""coordinates"": [2.3148479397647423, 48.85230001233898], ""type"": ""Point""}";48.85230001233898, 2.3148479397647423
COLLEGES (année scolaire 2020/2021);ANDRE MALRAUX;5 bis RUE SAINT-FERDINAND;17ème Ardt;75117;2020-2021;Collège;"{""coordinates"": [2.290514944291562, 48.87881043889032], ""type"": ""Point""}";48.87881043889032, 2.290514944291562
COLLEGES (année scolaire 2020/2021);ROSE BLANCHE;101 RUE DE SAUSSURE;17ème Ardt;75117;2020-2021;Collège;"{""coordinates"": [2.311717565640409, 48.8874299696971], ""type"": ""Point""}";48.8874299696971, 2.311717565640409
COLLEGES (année scolaire 2021/2022);ST EXUPERY;89 BOULEVARD ARAGO;14ème Ardt;75114;2021-2022;Collège;"{""coordinates"": [2.3354369048459884, 48.834349034877256], ""type"": ""Point""}";48.834349034877256, 2.3354369048459884
COLLEGES (année scolaire 2021/2022);MARIE CURIE;23 RUE BOINOD;18ème Ardt;75118;2021-2022;Collège;"{""coordinates"": [2.3507358446303632, 48.89334018854464], ""type"": ""Point""}";48.89334018854464, 2.3507358446303632
COLLEGES (année scolaire 2021/2022);FRANCOIS VILLON;10 AVENUE MARC SANGNIER;14ème Ardt;75114;2021-2022;Collège;"{""coordinates"": [2.305819984025646, 48.82622241072023], ""type"": ""Point""}";48.82622241072023, 2.305819984025646
